                   1   1.62407960615e-07
                   2   1.62403747645e-08
                   3   4.14637121303e-09
                   4    1.5571058147e-09
                   5    7.2304011407e-10
                   6   3.84103498108e-10
                   7   2.23971366592e-10
                   8    1.3984474087e-10
                   9   9.20160643072e-11
                  10   6.31127479499e-11
                  11   4.47700026787e-11
                  12   3.26569609312e-11
                  13   2.43870882981e-11
                  14   1.85809887677e-11
                  15   1.44050142797e-11
                  17   9.04356353638e-12
                  19   5.95446532068e-12
                  21   4.07362048971e-12
                  23   2.87580389764e-12
                  25   2.08437140778e-12
                  27   1.54486218937e-12
                  29   1.16725797736e-12
                  31   8.96841167552e-13
                  34   6.20534883108e-13
                  37   4.41427886175e-13
                  40   3.21465592664e-13
                  43   2.38905034184e-13
                  46   1.80691277773e-13
                  49   1.38791062791e-13
                  53   9.97084380523e-14
                  57   7.31430563981e-14
                  61    5.4641487823e-14
                  65    4.1481136076e-14
                  70   2.99796931614e-14
                  75     2.209104863e-14
                  80   1.65560312587e-14
                  86   1.19441269121e-14
                  92   8.78245093578e-15
                  98   6.56639180734e-15
                 105   4.76539319928e-15
                 112   3.52081934891e-15
                 120   2.53971375455e-15
                 128   1.86597434872e-15
                 137   1.34520004348e-15
                 146   9.87740815204e-16
                 156   7.14348332031e-16
                 166   5.26058355113e-16
                 177    3.8282603552e-16
                 189   2.76100983354e-16
                 202   1.97862478104e-16
                 215   1.44556048442e-16
                 229   1.05111063771e-16
                 244   7.61977207167e-17
                 260   5.51339770053e-17
                 277   3.98671495217e-17
                 295   2.88350545178e-17
                 314    2.0879444695e-17
                 334   1.51464911693e-17
                 356   1.08511491819e-17
                 379   7.80494243403e-18
                 404   5.56337901366e-18
                 430   3.98815470026e-18
                 458   2.84085219159e-18
                 488   2.01476189995e-18
                 519   1.44035366937e-18
                 552   1.02770156217e-18
                 588   7.26273663467e-19
                 626   5.14340141199e-19
                 666   3.65423618895e-19
                 709   2.58675589151e-19
                 754   1.84089736189e-19
                 802   1.30807428148e-19
                 853   9.29078734964e-20
                 908   6.56033655912e-20
                 966   4.64055821612e-20
                1028   3.27326710112e-20
                1094   2.30605399651e-20
                1164   1.62601632522e-20
                1238   1.14896276994e-20
                1317    8.1086057388e-21
                1401   5.72383761629e-21
                1490    4.0447864663e-21
                1585   2.85273284714e-21
                1686   2.01182290516e-21
                1793   1.42081107907e-21
                1907   1.00304928216e-21
                2028   7.08732387961e-22
                2157   5.00316383439e-22
                2294   3.53363260496e-22
                2439   2.50018678224e-22
                2594   1.76612392054e-22
                2758   1.24985512217e-22
                2933   8.83495782416e-23
                3119    6.2472197269e-23
                3316   4.42388641994e-23
                3526   3.13007641613e-23
                3749   2.21576217087e-23
                3986   1.56876422231e-23
                4238   1.11061259069e-23
                4506   7.86135072471e-24
                4791   5.56346132636e-24
                5094   3.93662752345e-24
                5416   2.78528384651e-24
                5758   1.97074816471e-24
                6122   1.39338187615e-24
                6509   9.84744411526e-25
                6920   6.95866039923e-25
                7357   4.91436523489e-25
                7822   3.46746233051e-25
                8316    2.4455477735e-25
                8841   1.72376985273e-25
                9399   1.21417011616e-25
                9992   8.54622925338e-26
               10622   6.01165519233e-26
               11292   4.22440385631e-26
               12004   2.96617348504e-26
               12761   2.08067274782e-26
               13566   1.45801852129e-26
               14422   1.02067769819e-26
               15332    7.1388897116e-27
               16299    4.9896893254e-27
               17327   3.48477549153e-27
               18419    2.4326729233e-27
               19580   1.69707978081e-27
               20814   1.18337293187e-27
               22126   8.24794098178e-28
               23520    5.7481653531e-28
               25000   4.00713122719e-28


