                1585   2.85273284713e-21   2.80098886154e-21   2.81018810357e-21
                1686   2.01182290516e-21   1.97168703194e-21   1.97881607279e-21
                1793   1.42081107907e-21   1.38971573633e-21   1.39522614869e-21
                1907   1.00304928216e-21   9.79021753752e-22   9.83264292808e-22
                2028    7.0873238796e-22   6.90199479562e-22    6.9345485792e-22
                2157   5.00316383437e-22   4.86065252212e-22   4.88551036186e-22
                2294   3.53363260495e-22   3.42426678918e-22   3.44318114569e-22
                2439   2.50018678223e-22   2.41635657456e-22   2.43071441285e-22
                2594   1.76612392054e-22   1.70211352137e-22   1.71295848904e-22
                2758   1.24985512218e-22   1.20102965532e-22   1.20920888295e-22
                2933   8.83495782413e-23   8.46381125005e-23   8.52525355298e-23
                3119   6.24721972688e-23   5.96581170593e-23    6.0117958849e-23
                3316   4.42388641994e-23   4.21081742535e-23    4.2451879414e-23
                3526    3.1300764161e-23   2.96931622196e-23   2.99489175346e-23
                3749   2.21576217087e-23   2.09475173106e-23    2.1137344323e-23
                3986   1.56876422233e-23   1.47791077601e-23   1.49196341138e-23
                4238   1.11061259068e-23   1.04260310788e-23   1.05296718497e-23
                4506   7.86135072466e-24   7.35373074006e-24   7.42995652587e-24
                4791   5.56346132633e-24   5.18553790973e-24   5.24156817335e-24
                5094   3.93662752344e-24    3.6560947838e-24   3.69715232338e-24
                5416   2.78528384652e-24   2.57768436416e-24    2.6076406281e-24
                5758   1.97074816471e-24   1.81753290176e-24   1.83932537818e-24
                6122   1.39338187616e-24   1.28074784262e-24   1.29649090872e-24
                6509    9.8474441152e-25   9.02265045331e-25   9.13539587409e-25
                6920   6.95866039919e-25   6.35646829195e-25   6.43682046899e-25
                7357    4.9143652349e-25   4.47637833788e-25   4.53319025389e-25
                7822    3.4674623305e-25   3.15020133311e-25   3.19003134608e-25
                8316   2.44554777349e-25   2.21653939781e-25    2.2442500191e-25
                8841   1.72376985273e-25   1.55916169902e-25   1.57821091917e-25
                9399   1.21417011615e-25   1.09628190308e-25   1.10926110917e-25
                9992   8.54622925337e-26   7.70592709012e-26   7.79286105019e-26
               10622   6.01165519232e-26   5.41457659083e-26   5.47237853493e-26
               11292    4.2244038563e-26   3.80235968089e-26   3.83994685499e-26
               12004   2.96617348504e-26   2.66939904647e-26   2.69314233002e-26
               12761   2.08067274781e-26   1.87286871005e-26   1.88748001499e-26
               13566   1.45801852129e-26   1.31360599769e-26   1.32193804196e-26
               14422   1.02067769818e-26   9.20810451801e-27   9.25176282657e-27
               15332   7.13888971159e-27    6.4536687803e-27    6.4718154194e-27
               16299   4.98968932539e-27   4.52263154688e-27   4.52565144426e-27
               17327   3.48477549152e-27   3.16856256711e-27   3.16330112536e-27
               18419   2.43267292329e-27    2.2204594565e-27   2.21092909319e-27
               19580    1.6970797808e-27   1.55601924294e-27   1.54482795598e-27
               20814   1.18337293187e-27   1.09057204948e-27   1.07931353436e-27
               22126   8.24794098175e-28    7.6446063256e-28   7.53997113418e-28
               23520   5.74816535308e-28   5.36091435258e-28    5.2683057026e-28
               25000   4.00713122718e-28   3.76435392671e-28    3.6834051548e-28


