#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.324709E-02   0.112078E+06   0.111426E+06   0.127713E+06   0.122830E+06   0.114327E+06   0.112046E+06   0.111974E+06   0.116422E+06  -0.590099E+00   0.111593E+06   0.111341E+06   0.210832E+03
   0.362868E-02   0.111681E+06   0.110869E+06   0.122284E+06   0.116474E+06   0.109155E+06   0.111479E+06   0.111552E+06   0.115669E+06  -0.586128E+00   0.111165E+06   0.110852E+06   0.234632E+03
   0.405512E-02   0.111192E+06   0.110180E+06   0.115778E+06   0.108952E+06   0.103004E+06   0.110786E+06   0.111031E+06   0.114753E+06  -0.581284E+00   0.110636E+06   0.110247E+06   0.260857E+03
   0.453168E-02   0.110591E+06   0.109332E+06   0.108064E+06   0.100174E+06   0.957805E+05   0.109944E+06   0.110390E+06   0.113647E+06  -0.575410E+00   0.109984E+06   0.109502E+06   0.289657E+03
   0.506423E-02   0.109854E+06   0.108289E+06   0.990394E+05   0.901093E+05   0.874335E+05   0.108927E+06   0.109605E+06   0.112321E+06  -0.568338E+00   0.109184E+06   0.108586E+06   0.321151E+03
   0.512082E-02   0.109772E+06   0.108172E+06   0.980625E+05   0.890337E+05   0.865369E+05   0.108815E+06   0.109517E+06   0.112175E+06  -0.567558E+00   0.109094E+06   0.108484E+06   0.324452E+03
   0.517803E-02   0.109688E+06   0.108053E+06   0.970721E+05   0.879461E+05   0.856293E+05   0.108701E+06   0.109428E+06   0.112027E+06  -0.566764E+00   0.109003E+06   0.108379E+06   0.327781E+03
   0.523589E-02   0.109603E+06   0.107932E+06   0.960681E+05   0.868464E+05   0.847107E+05   0.108584E+06   0.109337E+06   0.111876E+06  -0.565956E+00   0.108910E+06   0.108273E+06   0.331138E+03
   0.529439E-02   0.109516E+06   0.107808E+06   0.950505E+05   0.857350E+05   0.837812E+05   0.108466E+06   0.109244E+06   0.111723E+06  -0.565134E+00   0.108815E+06   0.108164E+06   0.334522E+03
   0.535354E-02   0.109427E+06   0.107682E+06   0.940194E+05   0.846120E+05   0.828410E+05   0.108345E+06   0.109149E+06   0.111567E+06  -0.564298E+00   0.108718E+06   0.108054E+06   0.337934E+03
   0.541336E-02   0.109336E+06   0.107553E+06   0.929749E+05   0.834775E+05   0.818901E+05   0.108222E+06   0.109052E+06   0.111408E+06  -0.563447E+00   0.108620E+06   0.107941E+06   0.341374E+03
   0.547384E-02   0.109244E+06   0.107422E+06   0.919169E+05   0.823319E+05   0.809286E+05   0.108097E+06   0.108954E+06   0.111247E+06  -0.562581E+00   0.108519E+06   0.107825E+06   0.344842E+03
   0.553500E-02   0.109149E+06   0.107288E+06   0.908455E+05   0.811754E+05   0.799568E+05   0.107970E+06   0.108853E+06   0.111083E+06  -0.561701E+00   0.108416E+06   0.107708E+06   0.348338E+03
   0.559684E-02   0.109053E+06   0.107151E+06   0.897609E+05   0.800082E+05   0.789748E+05   0.107841E+06   0.108751E+06   0.110917E+06  -0.560805E+00   0.108311E+06   0.107588E+06   0.351862E+03
   0.565938E-02   0.108955E+06   0.107011E+06   0.886632E+05   0.788305E+05   0.779827E+05   0.107709E+06   0.108646E+06   0.110747E+06  -0.559894E+00   0.108205E+06   0.107465E+06   0.355414E+03
   0.572261E-02   0.108856E+06   0.106869E+06   0.875524E+05   0.776428E+05   0.769808E+05   0.107575E+06   0.108539E+06   0.110575E+06  -0.558968E+00   0.108095E+06   0.107340E+06   0.358993E+03
   0.578655E-02   0.108754E+06   0.106724E+06   0.864286E+05   0.764453E+05   0.759692E+05   0.107439E+06   0.108431E+06   0.110400E+06  -0.558027E+00   0.107984E+06   0.107213E+06   0.362600E+03
   0.585120E-02   0.108650E+06   0.106576E+06   0.852922E+05   0.752383E+05   0.749482E+05   0.107300E+06   0.108320E+06   0.110223E+06  -0.557070E+00   0.107871E+06   0.107083E+06   0.366235E+03
   0.591658E-02   0.108544E+06   0.106425E+06   0.841431E+05   0.740222E+05   0.739179E+05   0.107159E+06   0.108207E+06   0.110043E+06  -0.556097E+00   0.107755E+06   0.106951E+06   0.369898E+03
   0.598268E-02   0.108437E+06   0.106271E+06   0.829816E+05   0.727974E+05   0.728788E+05   0.107016E+06   0.108092E+06   0.109859E+06  -0.555108E+00   0.107637E+06   0.106816E+06   0.373588E+03
   0.604953E-02   0.108327E+06   0.106114E+06   0.818078E+05   0.715643E+05   0.718309E+05   0.106870E+06   0.107974E+06   0.109673E+06  -0.554103E+00   0.107517E+06   0.106678E+06   0.377306E+03
   0.611712E-02   0.108215E+06   0.105954E+06   0.806221E+05   0.703234E+05   0.707747E+05   0.106722E+06   0.107855E+06   0.109485E+06  -0.553082E+00   0.107395E+06   0.106538E+06   0.381051E+03
   0.618547E-02   0.108101E+06   0.105791E+06   0.794245E+05   0.690749E+05   0.697104E+05   0.106571E+06   0.107733E+06   0.109293E+06  -0.552045E+00   0.107270E+06   0.106395E+06   0.384824E+03
   0.625458E-02   0.107984E+06   0.105624E+06   0.782155E+05   0.678195E+05   0.686384E+05   0.106418E+06   0.107609E+06   0.109098E+06  -0.550991E+00   0.107142E+06   0.106249E+06   0.388623E+03
   0.632446E-02   0.107866E+06   0.105455E+06   0.769951E+05   0.665576E+05   0.675589E+05   0.106262E+06   0.107482E+06   0.108901E+06  -0.549920E+00   0.107013E+06   0.106100E+06   0.392450E+03
   0.639513E-02   0.107745E+06   0.105282E+06   0.757638E+05   0.652897E+05   0.664723E+05   0.106104E+06   0.107353E+06   0.108700E+06  -0.548834E+00   0.106880E+06   0.105949E+06   0.396304E+03
   0.646658E-02   0.107622E+06   0.105105E+06   0.745219E+05   0.640164E+05   0.653791E+05   0.105943E+06   0.107222E+06   0.108497E+06  -0.547730E+00   0.106745E+06   0.105794E+06   0.400185E+03
   0.653883E-02   0.107497E+06   0.104926E+06   0.732696E+05   0.627382E+05   0.642796E+05   0.105780E+06   0.107088E+06   0.108290E+06  -0.546609E+00   0.106608E+06   0.105637E+06   0.404092E+03
   0.661189E-02   0.107369E+06   0.104742E+06   0.720074E+05   0.614556E+05   0.631742E+05   0.105614E+06   0.106951E+06   0.108081E+06  -0.545472E+00   0.106468E+06   0.105476E+06   0.408026E+03
   0.668576E-02   0.107240E+06   0.104556E+06   0.707356E+05   0.601694E+05   0.620634E+05   0.105445E+06   0.106812E+06   0.107869E+06  -0.544317E+00   0.106325E+06   0.105313E+06   0.411986E+03
   0.676046E-02   0.107107E+06   0.104365E+06   0.694546E+05   0.588801E+05   0.609476E+05   0.105274E+06   0.106671E+06   0.107654E+06  -0.543146E+00   0.106180E+06   0.105146E+06   0.415973E+03
   0.683600E-02   0.106972E+06   0.104172E+06   0.681649E+05   0.575884E+05   0.598274E+05   0.105100E+06   0.106527E+06   0.107436E+06  -0.541957E+00   0.106032E+06   0.104977E+06   0.419985E+03
   0.691238E-02   0.106835E+06   0.103974E+06   0.668668E+05   0.562950E+05   0.587031E+05   0.104923E+06   0.106380E+06   0.107214E+06  -0.540751E+00   0.105881E+06   0.104804E+06   0.424023E+03
   0.698961E-02   0.106696E+06   0.103773E+06   0.655609E+05   0.550005E+05   0.575753E+05   0.104744E+06   0.106230E+06   0.106990E+06  -0.539528E+00   0.105727E+06   0.104627E+06   0.428086E+03
   0.706771E-02   0.106553E+06   0.103568E+06   0.642477E+05   0.537057E+05   0.564446E+05   0.104562E+06   0.106078E+06   0.106763E+06  -0.538287E+00   0.105571E+06   0.104448E+06   0.432174E+03
   0.714668E-02   0.106409E+06   0.103359E+06   0.629276E+05   0.524114E+05   0.553115E+05   0.104377E+06   0.105923E+06   0.106533E+06  -0.537029E+00   0.105411E+06   0.104265E+06   0.436288E+03
   0.722653E-02   0.106261E+06   0.103146E+06   0.616013E+05   0.511182E+05   0.541766E+05   0.104189E+06   0.105765E+06   0.106300E+06  -0.535753E+00   0.105249E+06   0.104079E+06   0.440426E+03
   0.730727E-02   0.106111E+06   0.102929E+06   0.602693E+05   0.498270E+05   0.530404E+05   0.103999E+06   0.105605E+06   0.106064E+06  -0.534460E+00   0.105083E+06   0.103889E+06   0.444588E+03
   0.738891E-02   0.105958E+06   0.102708E+06   0.589322E+05   0.485386E+05   0.519037E+05   0.103805E+06   0.105441E+06   0.105825E+06  -0.533150E+00   0.104915E+06   0.103696E+06   0.448774E+03
   0.747147E-02   0.105803E+06   0.102483E+06   0.575906E+05   0.472537E+05   0.507669E+05   0.103609E+06   0.105275E+06   0.105583E+06  -0.531822E+00   0.104744E+06   0.103500E+06   0.452984E+03
   0.755495E-02   0.105645E+06   0.102254E+06   0.562452E+05   0.459734E+05   0.496308E+05   0.103410E+06   0.105105E+06   0.105338E+06  -0.530476E+00   0.104569E+06   0.103300E+06   0.457218E+03
   0.763936E-02   0.105484E+06   0.102021E+06   0.548967E+05   0.446984E+05   0.484961E+05   0.103209E+06   0.104933E+06   0.105090E+06  -0.529113E+00   0.104391E+06   0.103096E+06   0.461474E+03
   0.772472E-02   0.105321E+06   0.101783E+06   0.535457E+05   0.434295E+05   0.473634E+05   0.103004E+06   0.104758E+06   0.104839E+06  -0.527733E+00   0.104210E+06   0.102888E+06   0.465753E+03
   0.781102E-02   0.105154E+06   0.101541E+06   0.521930E+05   0.421678E+05   0.462334E+05   0.102797E+06   0.104579E+06   0.104585E+06  -0.526335E+00   0.104026E+06   0.102677E+06   0.470053E+03
   0.789830E-02   0.104985E+06   0.101295E+06   0.508394E+05   0.409141E+05   0.451068E+05   0.102586E+06   0.104398E+06   0.104328E+06  -0.524920E+00   0.103839E+06   0.102462E+06   0.474376E+03
   0.798655E-02   0.104813E+06   0.101045E+06   0.494855E+05   0.396693E+05   0.439845E+05   0.102373E+06   0.104213E+06   0.104068E+06  -0.523488E+00   0.103649E+06   0.102243E+06   0.478720E+03
   0.807578E-02   0.104637E+06   0.100789E+06   0.481324E+05   0.384345E+05   0.428671E+05   0.102157E+06   0.104025E+06   0.103806E+06  -0.522038E+00   0.103455E+06   0.102021E+06   0.483085E+03
   0.816601E-02   0.104459E+06   0.100530E+06   0.467806E+05   0.372104E+05   0.417553E+05   0.101937E+06   0.103834E+06   0.103540E+06  -0.520571E+00   0.103257E+06   0.101794E+06   0.487470E+03
   0.825725E-02   0.104278E+06   0.100266E+06   0.454312E+05   0.359981E+05   0.406500E+05   0.101715E+06   0.103640E+06   0.103272E+06  -0.519087E+00   0.103057E+06   0.101564E+06   0.491875E+03
   0.834951E-02   0.104094E+06   0.999967E+05   0.440851E+05   0.347986E+05   0.395520E+05   0.101490E+06   0.103442E+06   0.103001E+06  -0.517586E+00   0.102853E+06   0.101330E+06   0.496299E+03
   0.844280E-02   0.103907E+06   0.997231E+05   0.427430E+05   0.336128E+05   0.384620E+05   0.101262E+06   0.103241E+06   0.102727E+06  -0.516068E+00   0.102645E+06   0.101091E+06   0.500742E+03
   0.853713E-02   0.103717E+06   0.994447E+05   0.414059E+05   0.324417E+05   0.373809E+05   0.101031E+06   0.103037E+06   0.102450E+06  -0.514533E+00   0.102434E+06   0.100849E+06   0.505203E+03
   0.863252E-02   0.103524E+06   0.991615E+05   0.400748E+05   0.312862E+05   0.363094E+05   0.100797E+06   0.102830E+06   0.102170E+06  -0.512982E+00   0.102219E+06   0.100602E+06   0.509682E+03
   0.872897E-02   0.103327E+06   0.988734E+05   0.387507E+05   0.301474E+05   0.352484E+05   0.100560E+06   0.102619E+06   0.101888E+06  -0.511414E+00   0.102001E+06   0.100352E+06   0.514178E+03
   0.882650E-02   0.103128E+06   0.985804E+05   0.374346E+05   0.290262E+05   0.341987E+05   0.100320E+06   0.102404E+06   0.101603E+06  -0.509829E+00   0.101779E+06   0.100097E+06   0.518691E+03
   0.892512E-02   0.102925E+06   0.982824E+05   0.361273E+05   0.279234E+05   0.331611E+05   0.100077E+06   0.102186E+06   0.101315E+06  -0.508229E+00   0.101554E+06   0.998375E+05   0.523219E+03
   0.902484E-02   0.102719E+06   0.979793E+05   0.348301E+05   0.268402E+05   0.321364E+05   0.998315E+05   0.101965E+06   0.101025E+06  -0.506612E+00   0.101324E+06   0.995740E+05   0.527762E+03
   0.912567E-02   0.102510E+06   0.976711E+05   0.335439E+05   0.257774E+05   0.311255E+05   0.995826E+05   0.101740E+06   0.100732E+06  -0.504980E+00   0.101092E+06   0.993063E+05   0.532320E+03
   0.922763E-02   0.102298E+06   0.973578E+05   0.322697E+05   0.247359E+05   0.301291E+05   0.993307E+05   0.101512E+06   0.100436E+06  -0.503331E+00   0.100855E+06   0.990343E+05   0.536892E+03
   0.933074E-02   0.102082E+06   0.970392E+05   0.310087E+05   0.237167E+05   0.291480E+05   0.990758E+05   0.101280E+06   0.100138E+06  -0.501668E+00   0.100615E+06   0.987578E+05   0.541476E+03
   0.943499E-02   0.101863E+06   0.967154E+05   0.297618E+05   0.227205E+05   0.281832E+05   0.988179E+05   0.101044E+06   0.998376E+05  -0.499989E+00   0.100370E+06   0.984769E+05   0.546073E+03
   0.954041E-02   0.101641E+06   0.963863E+05   0.285303E+05   0.217483E+05   0.272352E+05   0.985569E+05   0.100805E+06   0.995345E+05  -0.498295E+00   0.100122E+06   0.981916E+05   0.550681E+03
   0.964700E-02   0.101415E+06   0.960518E+05   0.273152E+05   0.208008E+05   0.263050E+05   0.982930E+05   0.100562E+06   0.992289E+05  -0.496586E+00   0.998705E+05   0.979018E+05   0.555300E+03
   0.975479E-02   0.101186E+06   0.957119E+05   0.261176E+05   0.198788E+05   0.253932E+05   0.980260E+05   0.100315E+06   0.989209E+05  -0.494863E+00   0.996148E+05   0.976075E+05   0.559929E+03
   0.986378E-02   0.100954E+06   0.953665E+05   0.249385E+05   0.189831E+05   0.245006E+05   0.977560E+05   0.100065E+06   0.986105E+05  -0.493126E+00   0.993551E+05   0.973086E+05   0.564567E+03
   0.997399E-02   0.100718E+06   0.950157E+05   0.237791E+05   0.181144E+05   0.236278E+05   0.974830E+05   0.998106E+05   0.982978E+05  -0.491374E+00   0.990916E+05   0.970051E+05   0.569213E+03
   0.100854E-01   0.100479E+06   0.946592E+05   0.226405E+05   0.172733E+05   0.227757E+05   0.972070E+05   0.995527E+05   0.979828E+05  -0.489609E+00   0.988241E+05   0.966970E+05   0.573866E+03
   0.101981E-01   0.100236E+06   0.942972E+05   0.215237E+05   0.164604E+05   0.219448E+05   0.969280E+05   0.992911E+05   0.976655E+05  -0.487830E+00   0.985526E+05   0.963843E+05   0.578526E+03
   0.103121E-01   0.999903E+05   0.939294E+05   0.204298E+05   0.156763E+05   0.211357E+05   0.966459E+05   0.990256E+05   0.973460E+05  -0.486038E+00   0.982771E+05   0.960670E+05   0.583191E+03
   0.104273E-01   0.997407E+05   0.935560E+05   0.193599E+05   0.149214E+05   0.203490E+05   0.963609E+05   0.987564E+05   0.970242E+05  -0.484233E+00   0.979977E+05   0.957449E+05   0.587860E+03
   0.105438E-01   0.994877E+05   0.931769E+05   0.183149E+05   0.141963E+05   0.195852E+05   0.960728E+05   0.984832E+05   0.967003E+05  -0.482415E+00   0.977142E+05   0.954182E+05   0.592532E+03
   0.106616E-01   0.992311E+05   0.927920E+05   0.172960E+05   0.135013E+05   0.188450E+05   0.957816E+05   0.982063E+05   0.963743E+05  -0.480585E+00   0.974267E+05   0.950867E+05   0.597208E+03
   0.107807E-01   0.989711E+05   0.924012E+05   0.163041E+05   0.128366E+05   0.181287E+05   0.954875E+05   0.979254E+05   0.960462E+05  -0.478743E+00   0.971352E+05   0.947505E+05   0.601884E+03
   0.109012E-01   0.987075E+05   0.920046E+05   0.153402E+05   0.122025E+05   0.174367E+05   0.951903E+05   0.976407E+05   0.957159E+05  -0.476889E+00   0.968396E+05   0.944095E+05   0.606561E+03
   0.110230E-01   0.984405E+05   0.916020E+05   0.144051E+05   0.115993E+05   0.167694E+05   0.948901E+05   0.973521E+05   0.953837E+05  -0.475024E+00   0.965399E+05   0.940638E+05   0.611236E+03
   0.111461E-01   0.981698E+05   0.911936E+05   0.134998E+05   0.110268E+05   0.161271E+05   0.945869E+05   0.970595E+05   0.950494E+05  -0.473148E+00   0.962362E+05   0.937132E+05   0.615910E+03
   0.112707E-01   0.978957E+05   0.907791E+05   0.126252E+05   0.104852E+05   0.155100E+05   0.942806E+05   0.967630E+05   0.947132E+05  -0.471260E+00   0.959284E+05   0.933579E+05   0.620581E+03
   0.113966E-01   0.976180E+05   0.903587E+05   0.117819E+05   0.997443E+04   0.149184E+05   0.939713E+05   0.964626E+05   0.943750E+05  -0.469363E+00   0.956165E+05   0.929978E+05   0.625247E+03
   0.115239E-01   0.973367E+05   0.899322E+05   0.109709E+05   0.949422E+04   0.143524E+05   0.936589E+05   0.961582E+05   0.940348E+05  -0.467455E+00   0.953006E+05   0.926328E+05   0.629908E+03
   0.116527E-01   0.970519E+05   0.894996E+05   0.101927E+05   0.904435E+04   0.138119E+05   0.933435E+05   0.958499E+05   0.936927E+05  -0.465537E+00   0.949805E+05   0.922631E+05   0.634562E+03
   0.117829E-01   0.967635E+05   0.890609E+05   0.944801E+04   0.862448E+04   0.132971E+05   0.930250E+05   0.955376E+05   0.933487E+05  -0.463609E+00   0.946564E+05   0.918885E+05   0.639208E+03
   0.119145E-01   0.964716E+05   0.886162E+05   0.873740E+04   0.823417E+04   0.128078E+05   0.927034E+05   0.952213E+05   0.930028E+05  -0.461672E+00   0.943283E+05   0.915091E+05   0.643844E+03
   0.120476E-01   0.961761E+05   0.881652E+05   0.806136E+04   0.787289E+04   0.123439E+05   0.923788E+05   0.949011E+05   0.926550E+05  -0.459726E+00   0.939961E+05   0.911249E+05   0.648470E+03
   0.121823E-01   0.958770E+05   0.877081E+05   0.742032E+04   0.754003E+04   0.119052E+05   0.920511E+05   0.945769E+05   0.923054E+05  -0.457771E+00   0.936598E+05   0.907359E+05   0.653084E+03
   0.123184E-01   0.955744E+05   0.872448E+05   0.681464E+04   0.723487E+04   0.114914E+05   0.917203E+05   0.942487E+05   0.919538E+05  -0.455808E+00   0.933194E+05   0.903420E+05   0.657684E+03
   0.124560E-01   0.952683E+05   0.867752E+05   0.624457E+04   0.695661E+04   0.111021E+05   0.913864E+05   0.939165E+05   0.916003E+05  -0.453836E+00   0.929751E+05   0.899434E+05   0.662270E+03
   0.125952E-01   0.949586E+05   0.862995E+05   0.571031E+04   0.670436E+04   0.107368E+05   0.910494E+05   0.935804E+05   0.912450E+05  -0.451856E+00   0.926267E+05   0.895400E+05   0.666839E+03
   0.127359E-01   0.946453E+05   0.858175E+05   0.521195E+04   0.647713E+04   0.103952E+05   0.907092E+05   0.932402E+05   0.908878E+05  -0.449869E+00   0.922744E+05   0.891319E+05   0.671390E+03
   0.128782E-01   0.943285E+05   0.853292E+05   0.474948E+04   0.627387E+04   0.100764E+05   0.903659E+05   0.928962E+05   0.905286E+05  -0.447874E+00   0.919180E+05   0.887190E+05   0.675922E+03
   0.130221E-01   0.940082E+05   0.848346E+05   0.432281E+04   0.609343E+04   0.977999E+04   0.900194E+05   0.925481E+05   0.901675E+05  -0.445871E+00   0.915577E+05   0.883013E+05   0.680433E+03
   0.131676E-01   0.936844E+05   0.843338E+05   0.393174E+04   0.593458E+04   0.950511E+04   0.896697E+05   0.921961E+05   0.898045E+05  -0.443861E+00   0.911935E+05   0.878790E+05   0.684921E+03
   0.133147E-01   0.933570E+05   0.838266E+05   0.357597E+04   0.579602E+04   0.925098E+04   0.893169E+05   0.918401E+05   0.894394E+05  -0.441844E+00   0.908253E+05   0.874519E+05   0.689385E+03
   0.134635E-01   0.930262E+05   0.833132E+05   0.325508E+04   0.567638E+04   0.901671E+04   0.889608E+05   0.914802E+05   0.890724E+05  -0.439820E+00   0.904533E+05   0.870203E+05   0.693824E+03
   0.136139E-01   0.926918E+05   0.827935E+05   0.296857E+04   0.557423E+04   0.880137E+04   0.886015E+05   0.911164E+05   0.887032E+05  -0.437789E+00   0.900774E+05   0.865839E+05   0.698234E+03
   0.137660E-01   0.923540E+05   0.822674E+05   0.271581E+04   0.548810E+04   0.860394E+04   0.882390E+05   0.907486E+05   0.883320E+05  -0.435752E+00   0.896976E+05   0.861430E+05   0.702616E+03
   0.139198E-01   0.920128E+05   0.817351E+05   0.249606E+04   0.541645E+04   0.842336E+04   0.878731E+05   0.903770E+05   0.879587E+05  -0.433707E+00   0.893141E+05   0.856975E+05   0.706966E+03
