#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.225619E-03   0.118527E+07   0.118526E+07   0.156103E+07   0.156056E+07   0.119239E+07   0.118540E+07   0.118527E+07   0.119106E+07  -0.600820E+00   0.118335E+07   0.118335E+07   0.208369E+01
   0.252133E-03   0.118519E+07   0.118519E+07   0.155616E+07   0.155558E+07   0.119169E+07   0.118531E+07   0.118519E+07   0.119095E+07  -0.600765E+00   0.118327E+07   0.118327E+07   0.232807E+01
   0.281764E-03   0.118510E+07   0.118509E+07   0.155009E+07   0.154937E+07   0.119083E+07   0.118520E+07   0.118510E+07   0.119082E+07  -0.600697E+00   0.118317E+07   0.118317E+07   0.260097E+01
   0.314876E-03   0.118498E+07   0.118497E+07   0.154255E+07   0.154165E+07   0.118975E+07   0.118507E+07   0.118498E+07   0.119066E+07  -0.600611E+00   0.118304E+07   0.118304E+07   0.290567E+01
   0.351880E-03   0.118484E+07   0.118482E+07   0.153317E+07   0.153205E+07   0.118841E+07   0.118490E+07   0.118484E+07   0.119046E+07  -0.600505E+00   0.118289E+07   0.118289E+07   0.324579E+01
   0.393233E-03   0.118466E+07   0.118464E+07   0.152154E+07   0.152015E+07   0.118674E+07   0.118469E+07   0.118465E+07   0.119021E+07  -0.600373E+00   0.118270E+07   0.118269E+07   0.362536E+01
   0.439445E-03   0.118443E+07   0.118441E+07   0.150712E+07   0.150541E+07   0.118465E+07   0.118443E+07   0.118443E+07   0.118990E+07  -0.600208E+00   0.118246E+07   0.118245E+07   0.404881E+01
   0.491089E-03   0.118415E+07   0.118413E+07   0.148929E+07   0.148719E+07   0.118206E+07   0.118411E+07   0.118415E+07   0.118951E+07  -0.600002E+00   0.118215E+07   0.118215E+07   0.452099E+01
   0.548801E-03   0.118380E+07   0.118377E+07   0.146729E+07   0.146472E+07   0.117883E+07   0.118370E+07   0.118379E+07   0.118902E+07  -0.599747E+00   0.118178E+07   0.118178E+07   0.504726E+01
   0.613296E-03   0.118336E+07   0.118332E+07   0.144024E+07   0.143710E+07   0.117482E+07   0.118320E+07   0.118336E+07   0.118842E+07  -0.599429E+00   0.118131E+07   0.118131E+07   0.563343E+01
   0.685369E-03   0.118282E+07   0.118277E+07   0.140710E+07   0.140329E+07   0.116985E+07   0.118258E+07   0.118281E+07   0.118768E+07  -0.599035E+00   0.118073E+07   0.118073E+07   0.628578E+01
   0.765913E-03   0.118214E+07   0.118208E+07   0.136670E+07   0.136210E+07   0.116370E+07   0.118180E+07   0.118213E+07   0.118675E+07  -0.598547E+00   0.118001E+07   0.118000E+07   0.701110E+01
   0.855923E-03   0.118130E+07   0.118123E+07   0.131774E+07   0.131226E+07   0.115610E+07   0.118083E+07   0.118129E+07   0.118561E+07  -0.597942E+00   0.117911E+07   0.117911E+07   0.781657E+01
   0.956510E-03   0.118026E+07   0.118017E+07   0.125887E+07   0.125240E+07   0.114672E+07   0.117964E+07   0.118025E+07   0.118420E+07  -0.597196E+00   0.117800E+07   0.117799E+07   0.870974E+01
   0.106892E-02   0.117897E+07   0.117886E+07   0.118876E+07   0.118126E+07   0.113521E+07   0.117816E+07   0.117895E+07   0.118247E+07  -0.596277E+00   0.117662E+07   0.117661E+07   0.969845E+01
   0.119454E-02   0.117738E+07   0.117723E+07   0.110630E+07   0.109776E+07   0.112112E+07   0.117633E+07   0.117735E+07   0.118034E+07  -0.595150E+00   0.117491E+07   0.117490E+07   0.107906E+02
   0.133492E-02   0.117541E+07   0.117523E+07   0.101080E+07   0.100134E+07   0.110398E+07   0.117408E+07   0.117538E+07   0.117774E+07  -0.593773E+00   0.117280E+07   0.117278E+07   0.119940E+02
   0.149180E-02   0.117299E+07   0.117277E+07   0.902401E+06   0.892284E+06   0.108324E+07   0.117132E+07   0.117295E+07   0.117459E+07  -0.592098E+00   0.117021E+07   0.117019E+07   0.133163E+02
   0.166711E-02   0.117003E+07   0.116975E+07   0.782480E+06   0.772165E+06   0.105835E+07   0.116795E+07   0.116998E+07   0.117079E+07  -0.590074E+00   0.116703E+07   0.116700E+07   0.147643E+02
   0.186303E-02   0.116641E+07   0.116607E+07   0.654165E+06   0.644348E+06   0.102902E+07   0.116386E+07   0.116636E+07   0.116623E+07  -0.587648E+00   0.116315E+07   0.116312E+07   0.163444E+02
   0.208197E-02   0.116202E+07   0.116159E+07   0.522762E+06   0.514348E+06   0.994408E+06   0.115890E+07   0.116195E+07   0.116080E+07  -0.584759E+00   0.115844E+07   0.115839E+07   0.180621E+02
   0.232664E-02   0.115673E+07   0.115619E+07   0.395852E+06   0.389844E+06   0.954407E+06   0.115296E+07   0.115664E+07   0.115439E+07  -0.581353E+00   0.115275E+07   0.115269E+07   0.199221E+02
   0.260006E-02   0.115038E+07   0.114972E+07   0.282723E+06   0.279966E+06   0.908969E+06   0.114588E+07   0.115028E+07   0.114691E+07  -0.577376E+00   0.114593E+07   0.114586E+07   0.219293E+02
   0.290562E-02   0.114285E+07   0.114202E+07   0.192710E+06   0.193480E+06   0.858573E+06   0.113754E+07   0.114271E+07   0.113824E+07  -0.572786E+00   0.113784E+07   0.113775E+07   0.240896E+02
   0.324709E-02   0.113396E+07   0.113293E+07   0.132269E+06   0.135835E+06   0.804126E+06   0.112780E+07   0.113380E+07   0.112828E+07  -0.567542E+00   0.112832E+07   0.112822E+07   0.264108E+02
   0.362868E-02   0.112360E+07   0.112232E+07   0.101394E+06   0.105837E+06   0.747098E+06   0.111655E+07   0.112340E+07   0.111691E+07  -0.561609E+00   0.111727E+07   0.111715E+07   0.289046E+02
   0.405512E-02   0.111163E+07   0.111004E+07   0.912904E+05   0.940615E+05   0.689415E+06   0.110370E+07   0.111138E+07   0.110403E+07  -0.554947E+00   0.110458E+07   0.110443E+07   0.315859E+02
   0.453168E-02   0.109794E+07   0.109597E+07   0.864713E+05   0.859178E+05   0.633122E+06   0.108917E+07   0.109763E+07   0.108948E+07  -0.547505E+00   0.109018E+07   0.109000E+07   0.344720E+02
   0.506423E-02   0.108242E+07   0.107998E+07   0.732699E+05   0.703729E+05   0.579868E+06   0.107289E+07   0.108203E+07   0.107315E+07  -0.539218E+00   0.107401E+07   0.107378E+07   0.375783E+02
   0.512082E-02   0.108077E+07   0.107827E+07   0.713062E+05   0.683435E+05   0.574746E+06   0.107116E+07   0.108037E+07   0.107142E+07  -0.538341E+00   0.107229E+07   0.107206E+07   0.379015E+02
   0.517803E-02   0.107909E+07   0.107654E+07   0.692446E+05   0.662550E+05   0.569664E+06   0.106941E+07   0.107868E+07   0.106967E+07  -0.537454E+00   0.107055E+07   0.107032E+07   0.382270E+02
   0.523589E-02   0.107740E+07   0.107479E+07   0.670961E+05   0.641189E+05   0.564620E+06   0.106765E+07   0.107698E+07   0.106789E+07  -0.536558E+00   0.106880E+07   0.106857E+07   0.385548E+02
   0.529439E-02   0.107568E+07   0.107302E+07   0.648728E+05   0.619476E+05   0.559613E+06   0.106587E+07   0.107526E+07   0.106610E+07  -0.535653E+00   0.106703E+07   0.106679E+07   0.388850E+02
   0.535354E-02   0.107395E+07   0.107123E+07   0.625886E+05   0.597547E+05   0.554644E+06   0.106407E+07   0.107352E+07   0.106429E+07  -0.534738E+00   0.106524E+07   0.106499E+07   0.392174E+02
   0.541336E-02   0.107219E+07   0.106942E+07   0.602584E+05   0.575544E+05   0.549713E+06   0.106225E+07   0.107175E+07   0.106246E+07  -0.533814E+00   0.106343E+07   0.106318E+07   0.395523E+02
   0.547384E-02   0.107042E+07   0.106759E+07   0.578985E+05   0.553613E+05   0.544818E+06   0.106041E+07   0.106997E+07   0.106062E+07  -0.532880E+00   0.106160E+07   0.106134E+07   0.398894E+02
   0.553500E-02   0.106863E+07   0.106573E+07   0.555258E+05   0.531904E+05   0.539959E+06   0.105855E+07   0.106817E+07   0.105875E+07  -0.531937E+00   0.105975E+07   0.105949E+07   0.402289E+02
   0.559684E-02   0.106682E+07   0.106386E+07   0.531580E+05   0.510568E+05   0.535135E+06   0.105667E+07   0.106635E+07   0.105686E+07  -0.530985E+00   0.105788E+07   0.105762E+07   0.405708E+02
   0.565938E-02   0.106498E+07   0.106196E+07   0.508131E+05   0.489752E+05   0.530345E+06   0.105477E+07   0.106450E+07   0.105496E+07  -0.530022E+00   0.105600E+07   0.105573E+07   0.409149E+02
   0.572261E-02   0.106313E+07   0.106005E+07   0.485093E+05   0.469599E+05   0.525587E+06   0.105286E+07   0.106264E+07   0.105303E+07  -0.529051E+00   0.105409E+07   0.105382E+07   0.412614E+02
   0.578655E-02   0.106126E+07   0.105811E+07   0.462645E+05   0.450245E+05   0.520862E+06   0.105092E+07   0.106076E+07   0.105109E+07  -0.528069E+00   0.105217E+07   0.105189E+07   0.416103E+02
   0.585120E-02   0.105937E+07   0.105615E+07   0.440960E+05   0.431816E+05   0.516167E+06   0.104897E+07   0.105885E+07   0.104913E+07  -0.527078E+00   0.105023E+07   0.104994E+07   0.419615E+02
   0.591658E-02   0.105745E+07   0.105416E+07   0.420203E+05   0.414423E+05   0.511501E+06   0.104700E+07   0.105693E+07   0.104715E+07  -0.526076E+00   0.104826E+07   0.104797E+07   0.423150E+02
   0.598268E-02   0.105552E+07   0.105216E+07   0.400530E+05   0.398166E+05   0.506863E+06   0.104500E+07   0.105498E+07   0.104515E+07  -0.525065E+00   0.104628E+07   0.104599E+07   0.426709E+02
   0.604953E-02   0.105356E+07   0.105014E+07   0.382079E+05   0.383124E+05   0.502252E+06   0.104299E+07   0.105302E+07   0.104313E+07  -0.524045E+00   0.104428E+07   0.104398E+07   0.430291E+02
   0.611712E-02   0.105159E+07   0.104809E+07   0.364973E+05   0.369358E+05   0.497665E+06   0.104095E+07   0.105103E+07   0.104109E+07  -0.523014E+00   0.104226E+07   0.104195E+07   0.433896E+02
   0.618547E-02   0.104959E+07   0.104602E+07   0.349314E+05   0.356910E+05   0.493102E+06   0.103890E+07   0.104902E+07   0.103903E+07  -0.521973E+00   0.104022E+07   0.103990E+07   0.437524E+02
   0.625458E-02   0.104758E+07   0.104393E+07   0.335181E+05   0.345797E+05   0.488561E+06   0.103683E+07   0.104700E+07   0.103695E+07  -0.520923E+00   0.103816E+07   0.103784E+07   0.441176E+02
   0.632446E-02   0.104554E+07   0.104181E+07   0.322630E+05   0.336014E+05   0.484040E+06   0.103473E+07   0.104495E+07   0.103485E+07  -0.519862E+00   0.103607E+07   0.103575E+07   0.444851E+02
   0.639513E-02   0.104348E+07   0.103967E+07   0.311687E+05   0.327533E+05   0.479538E+06   0.103262E+07   0.104288E+07   0.103273E+07  -0.518791E+00   0.103397E+07   0.103364E+07   0.448550E+02
   0.646658E-02   0.104140E+07   0.103752E+07   0.302354E+05   0.320302E+05   0.475053E+06   0.103048E+07   0.104078E+07   0.103059E+07  -0.517711E+00   0.103185E+07   0.103151E+07   0.452271E+02
   0.653883E-02   0.103930E+07   0.103533E+07   0.294603E+05   0.314247E+05   0.470585E+06   0.102833E+07   0.103867E+07   0.102843E+07  -0.516620E+00   0.102971E+07   0.102936E+07   0.456016E+02
   0.661189E-02   0.103718E+07   0.103313E+07   0.288376E+05   0.309272E+05   0.466131E+06   0.102615E+07   0.103654E+07   0.102625E+07  -0.515519E+00   0.102754E+07   0.102719E+07   0.459784E+02
   0.668576E-02   0.103504E+07   0.103090E+07   0.283588E+05   0.305260E+05   0.461690E+06   0.102395E+07   0.103438E+07   0.102405E+07  -0.514408E+00   0.102536E+07   0.102500E+07   0.463575E+02
   0.676046E-02   0.103288E+07   0.102865E+07   0.280128E+05   0.302080E+05   0.457261E+06   0.102173E+07   0.103220E+07   0.102184E+07  -0.513286E+00   0.102316E+07   0.102279E+07   0.467389E+02
   0.683600E-02   0.103069E+07   0.102638E+07   0.277857E+05   0.299581E+05   0.452844E+06   0.101949E+07   0.103001E+07   0.101960E+07  -0.512155E+00   0.102093E+07   0.102056E+07   0.471226E+02
   0.691238E-02   0.102849E+07   0.102408E+07   0.276614E+05   0.297606E+05   0.448436E+06   0.101723E+07   0.102779E+07   0.101733E+07  -0.511013E+00   0.101868E+07   0.101830E+07   0.475086E+02
   0.698961E-02   0.102626E+07   0.102176E+07   0.276221E+05   0.295987E+05   0.444036E+06   0.101495E+07   0.102554E+07   0.101505E+07  -0.509860E+00   0.101642E+07   0.101603E+07   0.478968E+02
   0.706771E-02   0.102401E+07   0.101942E+07   0.276479E+05   0.294553E+05   0.439645E+06   0.101265E+07   0.102328E+07   0.101275E+07  -0.508697E+00   0.101413E+07   0.101373E+07   0.482874E+02
   0.714668E-02   0.102174E+07   0.101705E+07   0.277182E+05   0.293135E+05   0.435261E+06   0.101032E+07   0.102099E+07   0.101043E+07  -0.507524E+00   0.101182E+07   0.101142E+07   0.486802E+02
   0.722653E-02   0.101945E+07   0.101466E+07   0.278113E+05   0.291568E+05   0.430884E+06   0.100798E+07   0.101868E+07   0.100808E+07  -0.506340E+00   0.100949E+07   0.100908E+07   0.490753E+02
   0.730727E-02   0.101713E+07   0.101224E+07   0.279059E+05   0.289699E+05   0.426513E+06   0.100561E+07   0.101635E+07   0.100571E+07  -0.505146E+00   0.100714E+07   0.100672E+07   0.494726E+02
   0.738891E-02   0.101480E+07   0.100981E+07   0.279804E+05   0.287387E+05   0.422148E+06   0.100322E+07   0.101400E+07   0.100332E+07  -0.503941E+00   0.100476E+07   0.100433E+07   0.498722E+02
   0.747147E-02   0.101244E+07   0.100734E+07   0.280149E+05   0.284511E+05   0.417788E+06   0.100081E+07   0.101163E+07   0.100091E+07  -0.502725E+00   0.100237E+07   0.100193E+07   0.502741E+02
   0.755495E-02   0.101006E+07   0.100486E+07   0.279904E+05   0.280972E+05   0.413435E+06   0.998378E+06   0.100923E+07   0.998479E+06  -0.501498E+00   0.999950E+06   0.999505E+06   0.506781E+02
   0.763936E-02   0.100765E+07   0.100235E+07   0.278904E+05   0.276697E+05   0.409087E+06   0.995923E+06   0.100681E+07   0.996024E+06  -0.500261E+00   0.997511E+06   0.997058E+06   0.510843E+02
   0.772472E-02   0.100523E+07   0.999810E+06   0.277009E+05   0.271642E+05   0.404745E+06   0.993446E+06   0.100437E+07   0.993546E+06  -0.499012E+00   0.995050E+06   0.994588E+06   0.514928E+02
   0.781102E-02   0.100278E+07   0.997250E+06   0.274109E+05   0.265792E+05   0.400409E+06   0.990946E+06   0.100190E+07   0.991046E+06  -0.497753E+00   0.992567E+06   0.992097E+06   0.519033E+02
   0.789830E-02   0.100031E+07   0.994666E+06   0.270130E+05   0.259164E+05   0.396081E+06   0.988425E+06   0.999413E+06   0.988523E+06  -0.496482E+00   0.990063E+06   0.989583E+06   0.523161E+02
   0.798655E-02   0.997819E+06   0.992057E+06   0.265034E+05   0.251806E+05   0.391760E+06   0.985881E+06   0.996902E+06   0.985977E+06  -0.495201E+00   0.987536E+06   0.987046E+06   0.527309E+02
   0.807578E-02   0.995304E+06   0.989423E+06   0.258824E+05   0.243794E+05   0.387447E+06   0.983315E+06   0.994368E+06   0.983409E+06  -0.493908E+00   0.984986E+06   0.984488E+06   0.531478E+02
   0.816601E-02   0.992767E+06   0.986764E+06   0.251542E+05   0.235234E+05   0.383143E+06   0.980726E+06   0.991811E+06   0.980817E+06  -0.492604E+00   0.982415E+06   0.981907E+06   0.535668E+02
   0.825725E-02   0.990206E+06   0.984079E+06   0.243271E+05   0.226254E+05   0.378848E+06   0.978115E+06   0.989231E+06   0.978203E+06  -0.491289E+00   0.979821E+06   0.979303E+06   0.539879E+02
   0.834951E-02   0.987623E+06   0.981370E+06   0.234131E+05   0.217003E+05   0.374565E+06   0.975481E+06   0.986628E+06   0.975565E+06  -0.489962E+00   0.977204E+06   0.976676E+06   0.544109E+02
   0.844280E-02   0.985016E+06   0.978635E+06   0.224277E+05   0.207642E+05   0.370293E+06   0.972824E+06   0.984001E+06   0.972905E+06  -0.488624E+00   0.974565E+06   0.974027E+06   0.548359E+02
   0.853713E-02   0.982387E+06   0.975874E+06   0.213892E+05   0.198343E+05   0.366034E+06   0.970144E+06   0.981350E+06   0.970222E+06  -0.487274E+00   0.971902E+06   0.971355E+06   0.552628E+02
   0.863252E-02   0.979734E+06   0.973088E+06   0.203185E+05   0.189277E+05   0.361789E+06   0.967442E+06   0.978676E+06   0.967515E+06  -0.485913E+00   0.969218E+06   0.968659E+06   0.556916E+02
   0.872897E-02   0.977058E+06   0.970276E+06   0.192380E+05   0.180611E+05   0.357558E+06   0.964716E+06   0.975979E+06   0.964786E+06  -0.484540E+00   0.966510E+06   0.965941E+06   0.561222E+02
   0.882650E-02   0.974359E+06   0.967438E+06   0.181709E+05   0.172498E+05   0.353344E+06   0.961967E+06   0.973257E+06   0.962033E+06  -0.483156E+00   0.963779E+06   0.963199E+06   0.565547E+02
   0.892512E-02   0.971636E+06   0.964574E+06   0.171404E+05   0.165072E+05   0.349146E+06   0.959196E+06   0.970512E+06   0.959258E+06  -0.481759E+00   0.961024E+06   0.960434E+06   0.569888E+02
   0.902484E-02   0.968889E+06   0.961684E+06   0.161686E+05   0.158442E+05   0.344966E+06   0.956400E+06   0.967743E+06   0.956459E+06  -0.480352E+00   0.958247E+06   0.957645E+06   0.574247E+02
   0.912567E-02   0.966119E+06   0.958768E+06   0.152759E+05   0.152685E+05   0.340805E+06   0.953582E+06   0.964949E+06   0.953637E+06  -0.478932E+00   0.955446E+06   0.954833E+06   0.578623E+02
   0.922763E-02   0.963325E+06   0.955824E+06   0.144798E+05   0.147844E+05   0.336664E+06   0.950740E+06   0.962131E+06   0.950793E+06  -0.477501E+00   0.952622E+06   0.951997E+06   0.583014E+02
   0.933074E-02   0.960507E+06   0.952855E+06   0.137940E+05   0.143922E+05   0.332544E+06   0.947875E+06   0.959289E+06   0.947925E+06  -0.476058E+00   0.949774E+06   0.949137E+06   0.587421E+02
   0.943499E-02   0.957665E+06   0.949858E+06   0.132283E+05   0.140887E+05   0.328446E+06   0.944986E+06   0.956423E+06   0.945034E+06  -0.474604E+00   0.946902E+06   0.946253E+06   0.591843E+02
   0.954041E-02   0.954800E+06   0.946835E+06   0.127872E+05   0.138664E+05   0.324369E+06   0.942073E+06   0.953532E+06   0.942120E+06  -0.473137E+00   0.944006E+06   0.943346E+06   0.596279E+02
   0.964700E-02   0.951909E+06   0.943784E+06   0.124706E+05   0.137149E+05   0.320316E+06   0.939137E+06   0.950616E+06   0.939182E+06  -0.471659E+00   0.941087E+06   0.940414E+06   0.600729E+02
   0.975479E-02   0.948995E+06   0.940706E+06   0.122726E+05   0.136202E+05   0.316286E+06   0.936177E+06   0.947676E+06   0.936221E+06  -0.470169E+00   0.938143E+06   0.937458E+06   0.605192E+02
   0.986378E-02   0.946056E+06   0.937601E+06   0.121826E+05   0.135663E+05   0.312280E+06   0.933192E+06   0.944711E+06   0.933237E+06  -0.468666E+00   0.935176E+06   0.934477E+06   0.609667E+02
   0.997399E-02   0.943093E+06   0.934469E+06   0.121852E+05   0.135355E+05   0.308299E+06   0.930184E+06   0.941720E+06   0.930229E+06  -0.467152E+00   0.932184E+06   0.931472E+06   0.614154E+02
   0.100854E-01   0.940106E+06   0.931309E+06   0.122607E+05   0.135094E+05   0.304343E+06   0.927152E+06   0.938705E+06   0.927197E+06  -0.465627E+00   0.929167E+06   0.928443E+06   0.618652E+02
   0.101981E-01   0.937093E+06   0.928121E+06   0.123865E+05   0.134698E+05   0.300412E+06   0.924096E+06   0.935665E+06   0.924141E+06  -0.464089E+00   0.926127E+06   0.925388E+06   0.623161E+02
   0.103121E-01   0.934056E+06   0.924906E+06   0.125379E+05   0.134002E+05   0.296507E+06   0.921015E+06   0.932600E+06   0.921060E+06  -0.462539E+00   0.923061E+06   0.922310E+06   0.627679E+02
   0.104273E-01   0.930994E+06   0.921662E+06   0.126893E+05   0.132860E+05   0.292629E+06   0.917910E+06   0.929509E+06   0.917956E+06  -0.460977E+00   0.919972E+06   0.919206E+06   0.632206E+02
   0.105438E-01   0.927908E+06   0.918391E+06   0.128157E+05   0.131162E+05   0.288777E+06   0.914780E+06   0.926393E+06   0.914827E+06  -0.459402E+00   0.916857E+06   0.916077E+06   0.636740E+02
   0.106616E-01   0.924796E+06   0.915091E+06   0.128940E+05   0.128833E+05   0.284951E+06   0.911626E+06   0.923251E+06   0.911673E+06  -0.457816E+00   0.913718E+06   0.912924E+06   0.641283E+02
   0.107807E-01   0.921659E+06   0.911763E+06   0.129046E+05   0.125846E+05   0.281152E+06   0.908448E+06   0.920084E+06   0.908495E+06  -0.456217E+00   0.910554E+06   0.909746E+06   0.645831E+02
   0.109012E-01   0.918498E+06   0.908406E+06   0.128321E+05   0.122217E+05   0.277381E+06   0.905244E+06   0.916892E+06   0.905291E+06  -0.454607E+00   0.907365E+06   0.906542E+06   0.650385E+02
   0.110230E-01   0.915311E+06   0.905021E+06   0.126669E+05   0.118011E+05   0.273637E+06   0.902016E+06   0.913673E+06   0.902062E+06  -0.452983E+00   0.904152E+06   0.903313E+06   0.654943E+02
   0.111461E-01   0.912098E+06   0.901608E+06   0.124055E+05   0.113334E+05   0.269920E+06   0.898763E+06   0.910429E+06   0.898808E+06  -0.451348E+00   0.900913E+06   0.900059E+06   0.659504E+02
   0.112707E-01   0.908861E+06   0.898165E+06   0.120510E+05   0.108329E+05   0.266230E+06   0.895486E+06   0.907158E+06   0.895529E+06  -0.449700E+00   0.897649E+06   0.896780E+06   0.664068E+02
   0.113966E-01   0.905598E+06   0.894694E+06   0.116130E+05   0.103163E+05   0.262568E+06   0.892183E+06   0.903862E+06   0.892225E+06  -0.448039E+00   0.894360E+06   0.893475E+06   0.668633E+02
   0.115239E-01   0.902309E+06   0.891193E+06   0.111075E+05   0.980214E+04   0.258934E+06   0.888854E+06   0.900540E+06   0.888895E+06  -0.446366E+00   0.891045E+06   0.890144E+06   0.673198E+02
   0.116527E-01   0.898995E+06   0.887663E+06   0.105553E+05   0.930884E+04   0.255327E+06   0.885501E+06   0.897191E+06   0.885540E+06  -0.444680E+00   0.887706E+06   0.886788E+06   0.677762E+02
   0.117829E-01   0.895655E+06   0.884105E+06   0.998131E+04   0.885377E+04   0.251748E+06   0.882123E+06   0.893816E+06   0.882159E+06  -0.442981E+00   0.884341E+06   0.883407E+06   0.682324E+02
   0.119145E-01   0.892289E+06   0.880516E+06   0.941272E+04   0.845172E+04   0.248196E+06   0.878719E+06   0.890415E+06   0.878753E+06  -0.441270E+00   0.880950E+06   0.880000E+06   0.686882E+02
   0.120476E-01   0.888897E+06   0.876899E+06   0.887707E+04   0.811376E+04   0.244672E+06   0.875290E+06   0.886988E+06   0.875322E+06  -0.439546E+00   0.877534E+06   0.876566E+06   0.691435E+02
   0.121823E-01   0.885480E+06   0.873251E+06   0.840037E+04   0.784625E+04   0.241175E+06   0.871835E+06   0.883534E+06   0.871865E+06  -0.437809E+00   0.874092E+06   0.873107E+06   0.695981E+02
   0.123184E-01   0.882036E+06   0.869574E+06   0.800504E+04   0.765030E+04   0.237704E+06   0.868354E+06   0.880053E+06   0.868383E+06  -0.436059E+00   0.870624E+06   0.869622E+06   0.700520E+02
   0.124560E-01   0.878567E+06   0.865868E+06   0.770818E+04   0.752154E+04   0.234259E+06   0.864848E+06   0.876546E+06   0.864876E+06  -0.434297E+00   0.867131E+06   0.866111E+06   0.705049E+02
   0.125952E-01   0.875071E+06   0.862131E+06   0.752007E+04   0.745041E+04   0.230840E+06   0.861316E+06   0.873012E+06   0.861343E+06  -0.432521E+00   0.863612E+06   0.862574E+06   0.709568E+02
   0.127359E-01   0.871549E+06   0.858364E+06   0.744309E+04   0.742290E+04   0.227446E+06   0.857758E+06   0.869451E+06   0.857785E+06  -0.430733E+00   0.860066E+06   0.859010E+06   0.714074E+02
   0.128782E-01   0.868001E+06   0.854567E+06   0.747134E+04   0.742170E+04   0.224077E+06   0.854174E+06   0.865863E+06   0.854202E+06  -0.428931E+00   0.856495E+06   0.855420E+06   0.718566E+02
   0.130221E-01   0.864427E+06   0.850741E+06   0.759079E+04   0.742770E+04   0.220731E+06   0.850565E+06   0.862248E+06   0.850592E+06  -0.427117E+00   0.852897E+06   0.851803E+06   0.723043E+02
   0.131676E-01   0.860826E+06   0.846884E+06   0.778014E+04   0.742173E+04   0.217409E+06   0.846929E+06   0.858607E+06   0.846957E+06  -0.425290E+00   0.849273E+06   0.848160E+06   0.727503E+02
   0.133147E-01   0.857198E+06   0.842996E+06   0.801235E+04   0.738636E+04   0.214109E+06   0.843267E+06   0.854938E+06   0.843296E+06  -0.423449E+00   0.845622E+06   0.844491E+06   0.731943E+02
   0.134635E-01   0.853545E+06   0.839078E+06   0.825666E+04   0.730757E+04   0.210831E+06   0.839579E+06   0.851242E+06   0.839609E+06  -0.421596E+00   0.841946E+06   0.840794E+06   0.736363E+02
   0.136139E-01   0.849864E+06   0.835130E+06   0.848111E+04   0.717622E+04   0.207574E+06   0.835864E+06   0.847519E+06   0.835895E+06  -0.419729E+00   0.838243E+06   0.837071E+06   0.740760E+02
   0.137660E-01   0.846157E+06   0.831152E+06   0.865514E+04   0.698898E+04   0.204338E+06   0.832123E+06   0.843769E+06   0.832155E+06  -0.417849E+00   0.834513E+06   0.833322E+06   0.745133E+02
   0.139198E-01   0.842424E+06   0.827142E+06   0.875229E+04   0.674882E+04   0.201124E+06   0.828356E+06   0.839991E+06   0.828388E+06  -0.415956E+00   0.830757E+06   0.829545E+06   0.749479E+02
