#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.676046E-02   0.196165E+07   0.195722E+07   0.289721E+05   0.303621E+05   0.106223E+07   0.194472E+07   0.196095E+07   0.194478E+07  -0.511438E+00   0.194592E+07   0.194565E+07   0.245429E+02
   0.683600E-02   0.195742E+07   0.195290E+07   0.285095E+05   0.299888E+05   0.105334E+07   0.194040E+07   0.195670E+07   0.194045E+07  -0.510299E+00   0.194163E+07   0.194136E+07   0.247431E+02
   0.691238E-02   0.195316E+07   0.194854E+07   0.282244E+05   0.297200E+05   0.104444E+07   0.193603E+07   0.195242E+07   0.193608E+07  -0.509149E+00   0.193731E+07   0.193703E+07   0.249445E+02
   0.698961E-02   0.194885E+07   0.194414E+07   0.280891E+05   0.295262E+05   0.103554E+07   0.193163E+07   0.194810E+07   0.193168E+07  -0.507989E+00   0.193295E+07   0.193267E+07   0.251471E+02
   0.706771E-02   0.194450E+07   0.193969E+07   0.280690E+05   0.293751E+05   0.102663E+07   0.192718E+07   0.194374E+07   0.192723E+07  -0.506818E+00   0.192855E+07   0.192826E+07   0.253510E+02
   0.714668E-02   0.194012E+07   0.193520E+07   0.281248E+05   0.292330E+05   0.101772E+07   0.192270E+07   0.193933E+07   0.192275E+07  -0.505637E+00   0.192410E+07   0.192381E+07   0.255560E+02
   0.722653E-02   0.193569E+07   0.193067E+07   0.282141E+05   0.290672E+05   0.100881E+07   0.191817E+07   0.193489E+07   0.191822E+07  -0.504445E+00   0.191962E+07   0.191932E+07   0.257623E+02
   0.730727E-02   0.193122E+07   0.192610E+07   0.282938E+05   0.288472E+05   0.999892E+06   0.191360E+07   0.193040E+07   0.191366E+07  -0.503243E+00   0.191510E+07   0.191479E+07   0.259697E+02
   0.738891E-02   0.192671E+07   0.192148E+07   0.283224E+05   0.285470E+05   0.990974E+06   0.190900E+07   0.192587E+07   0.190905E+07  -0.502030E+00   0.191053E+07   0.191022E+07   0.261783E+02
   0.747147E-02   0.192215E+07   0.191682E+07   0.282622E+05   0.281465E+05   0.982056E+06   0.190435E+07   0.192130E+07   0.190440E+07  -0.500806E+00   0.190592E+07   0.190561E+07   0.263881E+02
   0.755495E-02   0.191756E+07   0.191211E+07   0.280819E+05   0.276325E+05   0.973138E+06   0.189966E+07   0.191669E+07   0.189971E+07  -0.499572E+00   0.190128E+07   0.190095E+07   0.265991E+02
   0.763936E-02   0.191292E+07   0.190736E+07   0.277583E+05   0.270002E+05   0.964223E+06   0.189493E+07   0.191204E+07   0.189498E+07  -0.498326E+00   0.189659E+07   0.189626E+07   0.268112E+02
   0.772472E-02   0.190825E+07   0.190257E+07   0.272779E+05   0.262532E+05   0.955311E+06   0.189016E+07   0.190734E+07   0.189021E+07  -0.497070E+00   0.189186E+07   0.189152E+07   0.270244E+02
   0.781102E-02   0.190353E+07   0.189773E+07   0.266380E+05   0.254035E+05   0.946403E+06   0.188534E+07   0.190260E+07   0.188539E+07  -0.495802E+00   0.188709E+07   0.188674E+07   0.272388E+02
   0.789830E-02   0.189876E+07   0.189285E+07   0.258472E+05   0.244708E+05   0.937500E+06   0.188049E+07   0.189782E+07   0.188053E+07  -0.494524E+00   0.188227E+07   0.188192E+07   0.274544E+02
   0.798655E-02   0.189396E+07   0.188793E+07   0.249251E+05   0.234814E+05   0.928604E+06   0.187559E+07   0.189300E+07   0.187564E+07  -0.493235E+00   0.187742E+07   0.187706E+07   0.276710E+02
   0.807578E-02   0.188911E+07   0.188295E+07   0.239012E+05   0.224662E+05   0.919716E+06   0.187065E+07   0.188813E+07   0.187069E+07  -0.491935E+00   0.187252E+07   0.187216E+07   0.278887E+02
   0.816601E-02   0.188422E+07   0.187794E+07   0.228130E+05   0.214588E+05   0.910837E+06   0.186567E+07   0.188322E+07   0.186571E+07  -0.490623E+00   0.186758E+07   0.186721E+07   0.281075E+02
   0.825725E-02   0.187929E+07   0.187287E+07   0.217042E+05   0.204930E+05   0.901967E+06   0.186064E+07   0.187827E+07   0.186068E+07  -0.489300E+00   0.186259E+07   0.186222E+07   0.283274E+02
   0.834951E-02   0.187431E+07   0.186776E+07   0.206210E+05   0.196002E+05   0.893108E+06   0.185557E+07   0.187327E+07   0.185561E+07  -0.487966E+00   0.185757E+07   0.185719E+07   0.285483E+02
   0.844280E-02   0.186929E+07   0.186261E+07   0.196093E+05   0.188071E+05   0.884262E+06   0.185046E+07   0.186823E+07   0.185050E+07  -0.486621E+00   0.185250E+07   0.185211E+07   0.287702E+02
   0.853713E-02   0.186422E+07   0.185741E+07   0.187114E+05   0.181333E+05   0.875428E+06   0.184531E+07   0.186314E+07   0.184534E+07  -0.485265E+00   0.184739E+07   0.184699E+07   0.289932E+02
   0.863252E-02   0.185912E+07   0.185216E+07   0.179623E+05   0.175901E+05   0.866609E+06   0.184011E+07   0.185801E+07   0.184015E+07  -0.483897E+00   0.184223E+07   0.184183E+07   0.292171E+02
   0.872897E-02   0.185396E+07   0.184687E+07   0.173872E+05   0.171786E+05   0.857806E+06   0.183487E+07   0.185283E+07   0.183490E+07  -0.482518E+00   0.183703E+07   0.183662E+07   0.294420E+02
   0.882650E-02   0.184877E+07   0.184153E+07   0.169988E+05   0.168903E+05   0.849018E+06   0.182959E+07   0.184762E+07   0.182962E+07  -0.481127E+00   0.183179E+07   0.183137E+07   0.296679E+02
   0.892512E-02   0.184353E+07   0.183614E+07   0.167965E+05   0.167070E+05   0.840249E+06   0.182426E+07   0.184235E+07   0.182429E+07  -0.479725E+00   0.182650E+07   0.182608E+07   0.298947E+02
   0.902484E-02   0.183824E+07   0.183070E+07   0.167653E+05   0.166026E+05   0.831498E+06   0.181889E+07   0.183704E+07   0.181892E+07  -0.478311E+00   0.182117E+07   0.182074E+07   0.301223E+02
   0.912567E-02   0.183291E+07   0.182522E+07   0.168770E+05   0.165449E+05   0.822768E+06   0.181347E+07   0.183169E+07   0.181350E+07  -0.476886E+00   0.181580E+07   0.181535E+07   0.303509E+02
   0.922763E-02   0.182754E+07   0.181969E+07   0.170920E+05   0.164987E+05   0.814058E+06   0.180801E+07   0.182629E+07   0.180805E+07  -0.475449E+00   0.181038E+07   0.180993E+07   0.305803E+02
   0.933074E-02   0.182212E+07   0.181411E+07   0.173623E+05   0.164291E+05   0.805372E+06   0.180251E+07   0.182084E+07   0.180254E+07  -0.474001E+00   0.180492E+07   0.180445E+07   0.308105E+02
   0.943499E-02   0.181665E+07   0.180848E+07   0.176352E+05   0.163042E+05   0.796710E+06   0.179696E+07   0.181535E+07   0.179699E+07  -0.472541E+00   0.179941E+07   0.179894E+07   0.310415E+02
   0.954041E-02   0.181114E+07   0.180281E+07   0.178577E+05   0.160988E+05   0.788073E+06   0.179137E+07   0.180981E+07   0.179140E+07  -0.471069E+00   0.179385E+07   0.179338E+07   0.312733E+02
   0.964700E-02   0.180558E+07   0.179709E+07   0.179813E+05   0.157969E+05   0.779464E+06   0.178573E+07   0.180423E+07   0.178576E+07  -0.469586E+00   0.178826E+07   0.178777E+07   0.315058E+02
   0.975479E-02   0.179998E+07   0.179131E+07   0.179663E+05   0.153932E+05   0.770882E+06   0.178005E+07   0.179860E+07   0.178008E+07  -0.468091E+00   0.178261E+07   0.178212E+07   0.317390E+02
   0.986378E-02   0.179433E+07   0.178549E+07   0.177854E+05   0.148939E+05   0.762332E+06   0.177432E+07   0.179293E+07   0.177435E+07  -0.466584E+00   0.177692E+07   0.177642E+07   0.319729E+02
   0.997399E-02   0.178864E+07   0.177962E+07   0.174266E+05   0.143163E+05   0.753812E+06   0.176855E+07   0.178720E+07   0.176858E+07  -0.465065E+00   0.177119E+07   0.177067E+07   0.322074E+02
   0.100854E-01   0.178290E+07   0.177370E+07   0.168944E+05   0.136870E+05   0.745326E+06   0.176273E+07   0.178143E+07   0.176276E+07  -0.463534E+00   0.176541E+07   0.176488E+07   0.324425E+02
   0.101981E-01   0.177711E+07   0.176773E+07   0.162094E+05   0.130392E+05   0.736875E+06   0.175686E+07   0.177562E+07   0.175689E+07  -0.461991E+00   0.175958E+07   0.175905E+07   0.326782E+02
   0.103121E-01   0.177128E+07   0.176171E+07   0.154062E+05   0.124088E+05   0.728459E+06   0.175095E+07   0.176975E+07   0.175098E+07  -0.460436E+00   0.175371E+07   0.175316E+07   0.329143E+02
   0.104273E-01   0.176539E+07   0.175564E+07   0.145303E+05   0.118305E+05   0.720081E+06   0.174500E+07   0.176384E+07   0.174503E+07  -0.458869E+00   0.174779E+07   0.174724E+07   0.331510E+02
   0.105438E-01   0.175947E+07   0.174952E+07   0.136328E+05   0.113333E+05   0.711740E+06   0.173900E+07   0.175788E+07   0.173902E+07  -0.457290E+00   0.174183E+07   0.174126E+07   0.333880E+02
   0.106616E-01   0.175349E+07   0.174335E+07   0.127652E+05   0.109374E+05   0.703439E+06   0.173295E+07   0.175188E+07   0.173297E+07  -0.455699E+00   0.173582E+07   0.173524E+07   0.336255E+02
   0.107807E-01   0.174747E+07   0.173713E+07   0.119736E+05   0.106512E+05   0.695177E+06   0.172686E+07   0.174582E+07   0.172688E+07  -0.454095E+00   0.172976E+07   0.172917E+07   0.338633E+02
   0.109012E-01   0.174140E+07   0.173085E+07   0.112936E+05   0.104699E+05   0.686954E+06   0.172072E+07   0.173972E+07   0.172074E+07  -0.452480E+00   0.172365E+07   0.172306E+07   0.341013E+02
   0.110230E-01   0.173528E+07   0.172453E+07   0.107462E+05   0.103764E+05   0.678772E+06   0.171453E+07   0.173357E+07   0.171455E+07  -0.450852E+00   0.171750E+07   0.171689E+07   0.343396E+02
   0.111461E-01   0.172912E+07   0.171815E+07   0.103359E+05   0.103427E+05   0.670629E+06   0.170829E+07   0.172737E+07   0.170831E+07  -0.449211E+00   0.171130E+07   0.171068E+07   0.345781E+02
   0.112707E-01   0.172290E+07   0.171173E+07   0.100501E+05   0.103341E+05   0.662526E+06   0.170201E+07   0.172112E+07   0.170203E+07  -0.447559E+00   0.170505E+07   0.170442E+07   0.348166E+02
   0.113966E-01   0.171664E+07   0.170525E+07   0.986184E+04   0.103135E+05   0.654460E+06   0.169569E+07   0.171483E+07   0.169570E+07  -0.445894E+00   0.169876E+07   0.169812E+07   0.350553E+02
   0.115239E-01   0.171033E+07   0.169872E+07   0.973350E+04   0.102466E+05   0.646432E+06   0.168931E+07   0.170848E+07   0.168933E+07  -0.444217E+00   0.169242E+07   0.169177E+07   0.352939E+02
   0.116527E-01   0.170397E+07   0.169214E+07   0.962294E+04   0.101070E+05   0.638440E+06   0.168289E+07   0.170209E+07   0.168291E+07  -0.442527E+00   0.168603E+07   0.168536E+07   0.355325E+02
   0.117829E-01   0.169757E+07   0.168550E+07   0.948992E+04   0.988036E+04   0.630482E+06   0.167642E+07   0.169565E+07   0.167644E+07  -0.440825E+00   0.167959E+07   0.167891E+07   0.357710E+02
   0.119145E-01   0.169111E+07   0.167881E+07   0.930262E+04   0.956616E+04   0.622557E+06   0.166990E+07   0.168915E+07   0.166992E+07  -0.439110E+00   0.167311E+07   0.167242E+07   0.360093E+02
   0.120476E-01   0.168461E+07   0.167207E+07   0.904289E+04   0.917856E+04   0.614664E+06   0.166333E+07   0.168261E+07   0.166335E+07  -0.437383E+00   0.166657E+07   0.166587E+07   0.362473E+02
   0.121823E-01   0.167805E+07   0.166528E+07   0.870951E+04   0.874402E+04   0.606800E+06   0.165672E+07   0.167602E+07   0.165673E+07  -0.435643E+00   0.165999E+07   0.165928E+07   0.364850E+02
   0.123184E-01   0.167145E+07   0.165843E+07   0.831866E+04   0.829734E+04   0.598966E+06   0.165006E+07   0.166938E+07   0.165007E+07  -0.433890E+00   0.165336E+07   0.165263E+07   0.367223E+02
   0.124560E-01   0.166480E+07   0.165154E+07   0.790137E+04   0.787594E+04   0.591160E+06   0.164334E+07   0.166269E+07   0.164336E+07  -0.432125E+00   0.164668E+07   0.164594E+07   0.369591E+02
   0.125952E-01   0.165810E+07   0.164458E+07   0.749826E+04   0.751365E+04   0.583382E+06   0.163658E+07   0.165595E+07   0.163660E+07  -0.430346E+00   0.163995E+07   0.163920E+07   0.371954E+02
   0.127359E-01   0.165135E+07   0.163758E+07   0.715208E+04   0.723473E+04   0.575632E+06   0.162977E+07   0.164915E+07   0.162979E+07  -0.428555E+00   0.163317E+07   0.163240E+07   0.374310E+02
   0.128782E-01   0.164454E+07   0.163052E+07   0.689938E+04   0.704950E+04   0.567911E+06   0.162292E+07   0.164231E+07   0.162293E+07  -0.426751E+00   0.162634E+07   0.162556E+07   0.376659E+02
   0.130221E-01   0.163769E+07   0.162340E+07   0.676279E+04   0.695223E+04   0.560220E+06   0.161601E+07   0.163542E+07   0.161602E+07  -0.424935E+00   0.161947E+07   0.161867E+07   0.379000E+02
   0.131676E-01   0.163079E+07   0.161624E+07   0.674520E+04   0.692196E+04   0.552561E+06   0.160905E+07   0.162848E+07   0.160906E+07  -0.423105E+00   0.161254E+07   0.161173E+07   0.381332E+02
   0.133147E-01   0.162384E+07   0.160901E+07   0.682739E+04   0.692619E+04   0.544938E+06   0.160205E+07   0.162148E+07   0.160206E+07  -0.421262E+00   0.160556E+07   0.160474E+07   0.383654E+02
   0.134635E-01   0.161684E+07   0.160174E+07   0.696972E+04   0.692696E+04   0.537353E+06   0.159499E+07   0.161444E+07   0.159500E+07  -0.419406E+00   0.159854E+07   0.159770E+07   0.385966E+02
   0.136139E-01   0.160979E+07   0.159441E+07   0.711804E+04   0.688821E+04   0.529811E+06   0.158789E+07   0.160734E+07   0.158790E+07  -0.417538E+00   0.159146E+07   0.159061E+07   0.388265E+02
   0.137660E-01   0.160269E+07   0.158702E+07   0.721306E+04   0.678301E+04   0.522316E+06   0.158073E+07   0.160019E+07   0.158075E+07  -0.415656E+00   0.158433E+07   0.158347E+07   0.390552E+02
   0.139198E-01   0.159553E+07   0.157958E+07   0.720164E+04   0.659923E+04   0.514873E+06   0.157353E+07   0.159299E+07   0.157354E+07  -0.413762E+00   0.157716E+07   0.157628E+07   0.392825E+02
